annee_numero_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;boule1;boule2;boule3;boule4;boule5;boule6;boule7;boule8;boule9;boule10;boule11;boule12;boule13;boule14;boule15;boule16;boule17;boule18;boule19;boule20;multiplicateur;numero_jokerplus;devise;
2021599;27/10/2021;midi;27/12/2021;1;6;9;10;12;19;32;37;39;42;44;46;47;48;49;52;56;59;66;67;3;3 184 299;eur;
2021598;26/10/2021;soir;26/12/2021;1;3;4;10;12;13;24;25;37;41;42;44;46;47;57;59;61;62;67;70;2;4 315 171;eur;
2021597;26/10/2021;midi;26/12/2021;6;8;14;17;18;19;21;26;29;32;33;35;38;51;54;55;56;62;64;69;2;1 823 267;eur;
2021596;25/10/2021;soir;25/12/2021;4;7;8;13;16;19;21;27;41;43;44;45;47;49;50;55;56;66;67;69;3;3 933 577;eur;
2021595;25/10/2021;midi;25/12/2021;2;6;8;12;19;21;25;31;34;35;36;40;43;45;49;54;56;59;65;67;2;8 240 775;eur;
2021594;24/10/2021;soir;24/12/2021;5;9;19;23;25;34;39;40;43;50;51;53;55;57;58;63;65;67;68;70;2;8 066 974;eur;
2021593;24/10/2021;midi;24/12/2021;4;5;16;20;21;24;29;31;37;43;48;49;53;56;58;59;66;68;69;70;2;6 287 135;eur;
2021592;23/10/2021;soir;23/12/2021;7;8;14;16;23;24;26;27;38;39;41;42;47;48;49;54;57;58;60;67;3;9 835 483;eur;
2021591;23/10/2021;midi;23/12/2021;2;8;13;15;17;27;29;32;33;37;41;43;46;50;56;58;60;61;65;67;2;7 456 384;eur;
2021590;22/10/2021;soir;22/12/2021;8;12;13;14;16;18;20;23;28;29;30;31;33;34;41;43;47;63;67;68;5;3 890 604;eur;
2021589;22/10/2021;midi;22/12/2021;1;4;6;8;10;16;17;18;20;25;27;35;40;44;47;49;51;54;56;65;5;7 391 218;eur;
2021588;21/10/2021;soir;21/12/2021;1;14;24;25;28;29;32;33;34;40;45;49;50;55;62;64;66;67;68;69;2;5 975 687;eur;
2021587;21/10/2021;midi;21/12/2021;2;3;6;9;10;12;14;15;17;19;32;33;37;38;40;43;55;59;61;66;2;9 370 028;eur;
2021586;20/10/2021;soir;20/12/2021;1;3;4;14;18;20;31;33;34;40;41;46;50;55;58;62;63;64;67;70;2;5 291 573;eur;
2021585;20/10/2021;midi;20/12/2021;3;4;5;10;26;27;32;35;40;43;44;45;46;47;50;51;55;56;66;68;2;4 993 213;eur;
2021584;19/10/2021;soir;19/12/2021;2;6;9;10;12;18;20;25;26;31;32;33;35;37;38;43;49;56;59;62;2;9 133 553;eur;
2021583;19/10/2021;midi;19/12/2021;11;13;15;19;26;28;30;33;34;39;41;42;44;45;47;49;50;58;62;63;2;5 624 439;eur;
2021582;18/10/2021;soir;18/12/2021;6;7;9;10;11;16;22;24;29;30;31;34;47;52;56;58;60;62;65;68;3;6 856 155;eur;
2021581;18/10/2021;midi;18/12/2021;2;5;8;10;12;18;19;23;30;31;32;45;47;50;51;54;56;58;66;67;2;4 886 993;eur;
2021580;17/10/2021;soir;17/12/2021;10;13;18;21;26;28;29;33;36;37;40;43;46;50;54;58;60;63;68;69;3;9 868 086;eur;
2021579;17/10/2021;midi;17/12/2021;1;2;6;7;9;11;15;17;18;22;23;32;38;43;47;51;52;61;66;68;2;9 579 581;eur;
2021578;16/10/2021;soir;16/12/2021;3;7;16;18;20;21;24;28;30;31;33;34;36;39;49;55;58;60;64;66;2;2 591 690;eur;
2021577;16/10/2021;midi;16/12/2021;3;8;10;12;15;18;25;26;28;34;35;44;46;47;53;54;57;63;64;65;2;8 545 129;eur;
2021576;15/10/2021;soir;15/12/2021;1;2;3;6;9;10;19;20;24;35;43;46;47;48;51;57;59;61;64;65;2;5 765 435;eur;
2021575;15/10/2021;midi;15/12/2021;4;8;9;19;20;22;30;31;32;34;42;44;54;57;58;62;63;65;67;68;5;5 481 930;eur;
2021574;14/10/2021;soir;14/12/2021;2;6;15;23;26;34;35;41;42;45;46;47;49;51;53;56;57;66;68;69;2;5 068 248;eur;
2021573;14/10/2021;midi;14/12/2021;3;5;12;20;25;28;29;31;32;34;36;37;39;41;45;51;52;56;66;67;3;5 543 573;eur;
2021572;13/10/2021;soir;13/12/2021;7;10;11;13;15;16;19;21;22;24;25;28;34;36;44;50;53;57;61;68;2;3 481 087;eur;
2021571;13/10/2021;midi;13/12/2021;5;6;9;12;14;24;28;29;30;36;39;49;51;52;53;54;55;57;64;68;2;9 495 367;eur;
2021570;12/10/2021;soir;12/12/2021;2;4;5;7;9;12;13;16;19;24;29;34;46;47;49;51;56;57;62;64;3;2 191 530;eur;
2021569;12/10/2021;midi;12/12/2021;1;2;5;7;11;14;19;21;25;26;28;32;34;38;42;44;45;54;66;70;2;4 249 527;eur;
2021568;11/10/2021;soir;11/12/2021;6;11;12;15;16;23;27;29;30;32;34;37;40;41;46;50;52;67;68;70;2;4 830 288;eur;
2021567;11/10/2021;midi;11/12/2021;1;11;12;16;25;27;31;33;39;40;42;46;47;51;54;55;59;62;67;69;2;2 244 286;eur;
2021566;10/10/2021;soir;10/12/2021;8;12;18;23;24;25;27;29;30;33;34;36;40;41;42;46;47;51;56;61;3;5 480 878;eur;
2021565;10/10/2021;midi;10/12/2021;4;9;17;18;35;36;39;40;42;46;47;50;51;55;57;59;60;64;68;69;3;5 353 820;eur;
2021564;09/10/2021;soir;09/12/2021;4;6;7;12;17;18;20;22;23;24;25;26;28;32;38;40;41;44;45;61;2;2 403 368;eur;
2021563;09/10/2021;midi;09/12/2021;6;11;12;13;15;17;27;28;36;40;42;49;52;56;57;58;59;60;61;64;2;4 529 983;eur;
2021562;08/10/2021;soir;08/12/2021;1;5;6;9;12;14;16;22;24;27;47;48;50;52;54;57;58;60;62;70;2;8 587 102;eur;
2021561;08/10/2021;midi;08/12/2021;2;14;15;22;24;29;31;35;39;41;42;46;50;52;53;60;61;64;69;70;3;0 119 677;eur;
2021560;07/10/2021;soir;07/12/2021;6;7;12;14;17;22;24;27;28;33;37;41;42;50;56;57;58;59;65;66;2;8 399 614;eur;
2021559;07/10/2021;midi;07/12/2021;1;4;9;12;13;17;27;28;36;37;38;42;45;52;54;57;61;62;63;67;2;7 632 472;eur;
2021558;06/10/2021;soir;06/12/2021;2;6;7;10;16;19;25;31;32;34;39;41;42;43;48;49;50;52;54;66;2;9 961 111;eur;
2021557;06/10/2021;midi;06/12/2021;2;6;11;14;24;25;30;34;35;38;39;40;42;44;52;59;63;65;68;70;2;1 026 617;eur;
2021556;05/10/2021;soir;05/12/2021;3;5;9;10;13;15;19;20;23;26;28;35;38;42;49;56;61;62;65;67;3;3 417 670;eur;
2021555;05/10/2021;midi;05/12/2021;1;4;7;10;14;19;21;29;31;33;34;35;37;41;43;49;56;62;66;68;2;4 622 772;eur;
2021554;04/10/2021;soir;04/12/2021;2;6;9;12;17;18;21;22;27;28;37;38;39;45;46;54;56;58;66;68;2;2 811 239;eur;
2021553;04/10/2021;midi;04/12/2021;1;5;10;11;12;13;14;16;17;21;23;28;30;33;36;56;61;63;69;70;2;5 993 262;eur;
2021552;03/10/2021;soir;03/12/2021;1;2;5;14;16;17;22;24;29;32;38;40;48;49;59;62;63;64;66;70;3;2 783 676;eur;
2021551;03/10/2021;midi;03/12/2021;4;6;8;11;13;18;20;21;28;30;33;34;36;37;42;44;48;54;58;68;2;5 616 701;eur;
2021550;02/10/2021;soir;02/12/2021;10;12;13;19;22;23;28;30;41;42;45;48;49;57;60;61;62;64;66;69;2;6 051 727;eur;
2021549;02/10/2021;midi;02/12/2021;3;10;13;15;18;19;24;26;30;31;35;40;46;49;52;57;61;62;66;67;2;5 711 195;eur;
2021548;01/10/2021;soir;01/12/2021;7;10;14;17;22;25;28;31;39;41;47;48;56;60;64;65;66;67;69;70;2;0 043 304;eur;
2021547;01/10/2021;midi;01/12/2021;1;7;10;11;16;18;22;28;30;36;39;40;43;47;52;56;58;59;60;66;3;0 287 559;eur;
2021546;30/09/2021;soir;30/11/2021;3;8;9;10;12;14;16;19;23;24;30;31;36;38;47;50;52;59;61;68;2;5 868 699;eur;
2021545;30/09/2021;midi;30/11/2021;5;12;14;16;18;20;29;31;34;35;36;38;41;42;45;46;50;53;56;63;3;8 667 874;eur;
2021544;29/09/2021;soir;29/11/2021;1;3;8;12;16;19;27;33;34;40;41;43;46;48;52;54;57;59;61;68;2;9 888 459;eur;
2021543;29/09/2021;midi;29/11/2021;2;4;7;18;26;27;28;32;33;34;41;46;49;51;55;58;61;63;65;66;2;8 936 722;eur;
2021542;28/09/2021;soir;28/12/2021;1;4;21;28;29;32;33;40;43;47;49;50;56;57;60;61;67;68;69;70;2;6 274 327;eur;
2021541;28/09/2021;midi;28/12/2021;2;3;7;19;31;33;34;35;37;40;44;49;51;52;55;56;57;58;63;70;2;8 823 395;eur;
2021540;27/09/2021;soir;27/12/2021;6;7;8;12;13;14;16;28;30;31;33;37;42;53;54;56;58;59;63;65;2;0 484 501;eur;
2021539;27/09/2021;midi;27/12/2021;2;4;9;13;17;20;21;31;33;35;39;41;51;53;55;61;63;64;66;68;3;7 285 998;eur;
2021538;26/09/2021;soir;26/12/2021;3;11;14;16;18;21;22;23;25;29;34;39;40;42;45;51;56;61;64;65;3;5 511 315;eur;
2021537;26/09/2021;midi;26/12/2021;1;5;7;21;30;31;34;35;36;37;38;45;49;50;51;54;55;56;62;65;2;2 574 138;eur;
2021536;25/09/2021;soir;25/12/2021;4;8;9;13;18;21;22;24;27;32;33;34;41;47;48;51;56;59;62;70;2;9 693 141;eur;
2021535;25/09/2021;midi;25/12/2021;2;5;9;11;12;21;22;25;30;35;36;42;43;46;51;57;58;61;65;67;5;7 559 645;eur;
2021534;24/09/2021;soir;24/12/2021;2;6;9;11;13;16;19;28;34;42;43;44;45;50;55;58;60;61;64;66;2;6 430 734;eur;
2021533;24/09/2021;midi;24/12/2021;5;8;9;10;13;17;22;23;24;25;31;33;36;43;44;52;57;61;62;65;2;7 091 925;eur;
2021532;23/09/2021;soir;23/12/2021;1;3;5;7;9;10;12;13;18;20;26;27;28;30;32;37;47;52;60;67;5;2 882 435;eur;
2021531;23/09/2021;midi;23/12/2021;3;10;16;17;21;22;30;32;35;36;40;41;46;53;54;56;59;60;61;68;2;2 990 459;eur;
2021530;22/09/2021;soir;22/12/2021;3;6;8;11;14;18;20;29;30;32;33;38;40;41;48;51;52;53;59;69;2;8 990 065;eur;
2021529;22/09/2021;midi;22/12/2021;5;11;15;19;21;27;30;32;33;34;36;38;43;44;48;54;59;62;63;68;2;3 948 563;eur;
2021528;21/09/2021;soir;21/12/2021;14;15;16;18;19;20;22;25;26;30;42;43;45;47;53;58;60;65;66;69;2;9 153 394;eur;
2021527;21/09/2021;midi;21/12/2021;1;5;6;7;8;10;16;17;25;28;30;36;37;39;41;44;47;52;53;68;3;8 803 790;eur;
2021526;20/09/2021;soir;20/12/2021;4;5;9;10;12;19;24;35;44;46;48;49;51;53;58;59;63;68;69;70;2;6 456 246;eur;
2021525;20/09/2021;midi;20/12/2021;7;12;14;19;22;26;30;32;36;48;50;56;58;59;60;62;63;65;68;70;2;9 026 300;eur;
2021524;19/09/2021;soir;19/12/2021;1;3;7;9;12;15;17;26;33;34;36;40;44;56;59;60;61;62;64;66;2;2 008 428;eur;
2021523;19/09/2021;midi;19/12/2021;13;15;17;19;25;26;31;34;36;38;41;44;54;55;58;62;63;65;68;70;2;9 549 640;eur;
2021522;18/09/2021;soir;18/12/2021;6;10;12;13;16;17;21;22;24;28;32;35;36;40;41;46;50;53;56;66;2;2 000 395;eur;
2021521;18/09/2021;midi;18/12/2021;1;5;8;20;23;26;29;34;37;39;41;42;43;47;54;55;59;62;65;70;2;8 263 890;eur;
2021520;17/09/2021;soir;17/12/2021;2;3;6;8;11;12;14;15;18;19;23;28;33;39;43;51;55;64;65;67;2;1 693 521;eur;
2021519;17/09/2021;midi;17/12/2021;5;10;11;13;14;17;18;20;29;31;33;34;35;38;39;40;42;51;57;65;3;8 623 082;eur;
2021518;16/09/2021;soir;16/12/2021;1;16;17;18;19;21;23;24;26;27;43;44;45;46;47;51;52;53;62;70;5;6 099 522;eur;
2021517;16/09/2021;midi;16/12/2021;3;9;16;17;18;20;22;26;28;33;36;38;41;42;47;61;65;67;68;69;2;3 666 118;eur;
2021516;15/09/2021;soir;15/12/2021;4;5;7;10;14;18;22;27;31;32;33;36;41;42;55;56;58;59;68;70;2;9 530 983;eur;
2021515;15/09/2021;midi;15/12/2021;1;4;8;17;19;22;23;25;26;27;32;36;39;42;46;47;50;57;61;62;5;0 951 742;eur;
2021514;14/09/2021;soir;14/12/2021;1;4;9;11;12;14;15;19;21;26;41;44;47;50;52;58;59;61;62;70;3;3 813 829;eur;
2021513;14/09/2021;midi;14/12/2021;2;9;14;16;20;21;23;33;38;48;50;53;54;56;57;61;62;64;68;69;2;6 754 775;eur;
2021512;13/09/2021;soir;13/12/2021;4;6;12;14;15;17;23;24;31;33;38;40;49;50;56;57;58;66;67;69;2;2 677 663;eur;
2021511;13/09/2021;midi;13/12/2021;6;12;13;14;15;16;22;34;35;40;41;43;46;49;52;56;59;61;66;68;2;3 772 070;eur;
2021510;12/09/2021;soir;12/12/2021;1;2;3;4;14;15;16;19;24;25;27;29;32;35;42;46;49;52;53;67;3;5 846 546;eur;
2021509;12/09/2021;midi;12/12/2021;1;8;11;13;15;19;23;24;27;34;39;44;45;46;48;57;60;63;65;68;5;8 630 238;eur;
2021508;11/09/2021;soir;11/12/2021;5;7;9;11;14;16;24;32;33;37;42;46;47;49;50;51;55;56;64;70;3;2 499 557;eur;
2021507;11/09/2021;midi;11/12/2021;1;8;9;10;15;19;20;22;26;34;35;37;39;50;53;54;55;56;57;67;3;8 846 353;eur;
2021506;10/09/2021;soir;10/12/2021;9;11;12;16;20;24;26;27;29;30;32;37;40;45;49;60;65;67;69;70;3;7 252 990;eur;
2021505;10/09/2021;midi;10/12/2021;2;3;8;9;10;12;19;31;33;34;38;45;47;52;53;59;62;63;64;65;2;3 137 053;eur;
2021504;09/09/2021;soir;09/12/2021;3;13;17;18;23;24;27;29;30;37;38;44;45;47;50;57;59;60;61;68;2;2 399 818;eur;
2021503;09/09/2021;midi;09/12/2021;8;11;16;19;20;21;26;28;32;33;43;46;50;52;57;58;62;64;65;66;2;3 481 394;eur;
2021502;08/09/2021;soir;08/12/2021;2;10;17;23;29;35;36;41;42;44;45;48;49;50;53;57;62;63;68;69;3;8 118 243;eur;
2021501;08/09/2021;midi;08/12/2021;1;2;6;8;10;11;16;19;22;28;32;40;42;45;48;50;51;54;55;67;3;1 534 196;eur;
2021500;07/09/2021;soir;07/12/2021;1;2;3;10;19;20;25;28;32;38;41;45;46;50;54;56;58;66;68;69;3;6 351 530;eur;
2021499;07/09/2021;midi;07/12/2021;6;11;13;18;21;25;26;29;31;33;35;37;39;42;46;58;59;68;69;70;2;3 525 487;eur;
2021498;06/09/2021;soir;06/12/2021;12;16;22;24;26;29;31;33;34;36;37;38;45;47;49;61;63;66;69;70;2;7 632 585;eur;
2021497;06/09/2021;midi;06/12/2021;5;11;13;18;19;26;27;29;34;35;38;42;44;46;49;54;57;61;66;68;3;6 991 796;eur;
2021496;05/09/2021;soir;05/12/2021;5;7;11;25;26;27;28;32;34;37;38;40;41;42;46;49;51;54;58;66;2;7 115 505;eur;
2021495;05/09/2021;midi;05/12/2021;1;5;6;7;10;12;13;24;28;30;32;36;39;45;51;53;56;61;67;69;2;0 140 160;eur;
2021494;04/09/2021;soir;04/12/2021;1;6;7;8;11;12;13;14;18;19;21;29;30;33;39;44;46;58;64;67;3;1 385 199;eur;
2021493;04/09/2021;midi;04/12/2021;3;6;8;9;12;13;15;17;22;33;34;35;40;42;49;50;62;63;66;68;3;2 319 201;eur;
2021492;03/09/2021;soir;03/12/2021;1;5;9;12;13;14;19;23;29;30;34;42;43;44;45;46;50;52;61;68;2;6 462 895;eur;
2021491;03/09/2021;midi;03/12/2021;3;5;9;10;11;16;20;24;25;28;32;44;46;48;52;53;54;55;62;68;2;7 877 732;eur;
2021490;02/09/2021;soir;02/12/2021;1;5;9;10;11;15;16;24;26;29;32;33;37;39;42;51;52;53;55;65;2;5 486 224;eur;
2021489;02/09/2021;midi;02/12/2021;3;5;6;8;10;13;14;15;21;24;41;42;45;49;51;56;64;66;68;70;2;4 566 859;eur;
2021488;01/09/2021;soir;01/12/2021;1;4;5;13;19;25;29;31;33;34;35;36;37;38;40;46;54;58;66;69;3;5 976 790;eur;
2021487;01/09/2021;midi;01/12/2021;3;5;7;18;19;21;22;23;25;27;31;32;34;37;39;45;56;57;64;67;2;1 154 156;eur;
2021486;31/08/2021;soir;30/11/2021;4;5;8;9;12;19;28;34;38;39;41;42;44;45;47;49;50;55;59;69;2;1 868 263;eur;
2021485;31/08/2021;midi;30/11/2021;1;3;7;13;14;15;19;21;27;29;37;41;46;47;48;49;61;63;66;70;3;0 615 501;eur;
2021484;30/08/2021;soir;29/11/2021;1;4;7;10;18;19;20;28;29;31;34;42;43;45;46;51;55;56;59;69;3;4 598 682;eur;
2021483;30/08/2021;midi;29/11/2021;6;13;14;16;17;18;22;23;25;26;29;32;38;49;55;58;59;67;69;70;2;0 143 031;eur;
2021482;29/08/2021;soir;28/11/2021;3;10;11;13;18;21;22;25;27;28;31;33;36;41;44;50;51;59;67;70;2;8 590 965;eur;
2021481;29/08/2021;midi;28/11/2021;1;2;4;9;12;15;17;19;21;28;38;39;45;48;53;59;60;61;62;64;2;1 427 439;eur;
2021480;28/08/2021;soir;27/11/2021;3;6;8;10;12;14;15;23;28;32;34;35;43;49;50;51;53;55;56;62;2;9 651 744;eur;
2021479;28/08/2021;midi;27/11/2021;2;16;22;25;31;32;35;36;37;38;42;43;46;53;56;58;60;62;64;69;2;0 165 258;eur;
2021478;27/08/2021;soir;26/11/2021;1;3;7;10;14;15;16;19;21;26;34;38;48;51;55;56;57;62;66;69;2;6 735 052;eur;
2021477;27/08/2021;midi;26/11/2021;1;5;8;9;15;16;22;24;31;36;39;41;43;45;46;50;51;60;64;67;5;6 412 941;eur;
2021476;26/08/2021;soir;25/11/2021;3;6;9;13;14;18;22;32;33;40;44;45;48;52;53;55;60;61;66;68;2;1 472 262;eur;
2021475;26/08/2021;midi;25/11/2021;5;7;8;20;22;27;28;30;33;45;46;47;48;49;56;57;65;67;69;70;3;3 897 202;eur;
2021474;25/08/2021;soir;24/11/2021;3;8;10;13;16;18;20;21;22;25;26;27;34;40;45;46;47;53;62;63;3;4 968 468;eur;
2021473;25/08/2021;midi;24/11/2021;3;4;7;8;10;13;22;25;28;36;38;39;40;47;48;49;52;57;60;69;2;2 648 970;eur;
2021472;24/08/2021;soir;23/11/2021;1;3;4;7;13;16;21;22;25;29;32;36;39;40;44;46;48;58;63;70;2;8 692 370;eur;
2021471;24/08/2021;midi;23/11/2021;1;4;7;11;13;15;18;19;20;21;23;25;29;32;42;44;45;50;61;65;2;7 551 356;eur;
2021470;23/08/2021;soir;22/11/2021;2;3;5;9;10;16;17;20;25;26;29;31;36;41;42;43;45;54;58;65;2;5 529 800;eur;
2021469;23/08/2021;midi;22/11/2021;3;4;8;12;17;18;26;28;32;33;34;39;42;44;47;50;58;61;63;67;2;6 057 233;eur;
2021468;22/08/2021;soir;21/11/2021;2;3;7;8;11;15;16;18;22;31;33;36;39;40;41;60;62;67;69;70;3;6 501 311;eur;
2021467;22/08/2021;midi;21/11/2021;2;3;8;13;14;16;17;18;21;24;25;28;41;42;51;52;53;57;63;69;2;3 395 623;eur;
2021466;21/08/2021;soir;20/11/2021;2;7;8;11;13;15;18;21;23;25;29;36;38;48;49;55;56;61;62;66;2;2 463 938;eur;
2021465;21/08/2021;midi;20/11/2021;3;5;7;9;10;13;14;18;25;27;33;37;40;41;44;46;55;61;63;65;2;7 581 107;eur;
2021464;20/08/2021;soir;19/11/2021;2;4;7;14;16;19;21;23;24;26;30;34;37;39;41;42;43;60;61;69;2;4 082 216;eur;
2021463;20/08/2021;midi;19/11/2021;2;4;8;11;18;20;21;22;23;26;30;32;43;46;49;53;60;63;65;69;3;3 884 831;eur;
2021462;19/08/2021;soir;18/11/2021;3;5;14;21;22;27;31;33;34;36;39;40;48;52;56;62;63;66;69;70;2;7 743 586;eur;
2021461;19/08/2021;midi;18/11/2021;2;4;6;14;17;20;25;35;37;43;45;48;52;53;55;62;64;65;68;70;3;2 360 545;eur;
2021460;18/08/2021;soir;17/11/2021;9;12;15;21;23;25;30;31;42;43;47;48;50;52;55;57;60;62;68;70;2;4 268 593;eur;
2021459;18/08/2021;midi;17/11/2021;14;17;22;24;25;26;33;37;38;40;42;44;47;49;50;60;61;63;66;69;2;3 578 192;eur;
2021458;17/08/2021;soir;16/11/2021;5;8;13;21;23;24;26;29;31;39;40;42;43;44;46;54;55;58;61;70;2;6 534 114;eur;
2021457;17/08/2021;midi;16/11/2021;12;13;14;15;18;19;21;26;29;32;37;44;45;52;53;60;62;67;68;69;2;5 301 878;eur;
2021456;16/08/2021;soir;15/11/2021;3;10;15;17;19;20;27;28;34;36;46;47;48;50;52;57;59;63;67;70;2;5 717 685;eur;
2021455;16/08/2021;midi;15/11/2021;1;4;7;10;16;19;22;25;26;32;36;43;44;55;57;61;63;64;66;70;2;8 505 376;eur;
2021454;15/08/2021;soir;14/11/2021;3;4;9;13;22;23;24;28;30;32;33;40;44;48;50;61;64;67;68;69;3;2 818 225;eur;
2021453;15/08/2021;midi;14/11/2021;2;5;13;15;17;18;21;25;27;33;48;49;50;52;53;54;57;63;65;66;2;1 348 890;eur;
2021452;14/08/2021;soir;13/11/2021;3;4;12;27;33;35;37;39;44;46;47;48;50;53;57;58;62;65;68;69;5;6 997 418;eur;
2021451;14/08/2021;midi;13/11/2021;1;5;6;15;18;20;21;24;27;29;30;35;37;40;42;43;44;49;67;70;3;2 491 927;eur;
2021450;13/08/2021;soir;12/11/2021;14;15;16;22;23;24;25;31;32;34;36;46;49;51;54;56;62;63;68;69;2;1 455 915;eur;
2021449;13/08/2021;midi;12/11/2021;1;2;7;8;14;15;21;22;31;37;45;48;52;54;55;57;58;62;66;69;2;6 312 233;eur;
2021448;12/08/2021;soir;11/11/2021;1;5;6;7;11;17;18;19;26;28;35;41;42;46;47;58;62;63;68;69;3;4 222 983;eur;
2021447;12/08/2021;midi;11/11/2021;1;5;21;22;26;27;31;32;33;41;43;45;46;48;50;54;58;63;67;69;3;3 300 538;eur;
2021446;11/08/2021;soir;10/11/2021;8;14;18;19;24;25;32;36;38;41;42;43;45;46;47;49;53;61;68;70;2;6 625 621;eur;
2021445;11/08/2021;midi;10/11/2021;8;9;10;12;14;18;19;21;22;23;27;29;30;34;36;37;42;50;58;62;2;6 631 463;eur;
2021444;10/08/2021;soir;09/11/2021;3;5;6;8;9;14;19;27;31;42;44;46;48;49;52;57;62;63;65;69;2;9 154 714;eur;
2021443;10/08/2021;midi;09/11/2021;1;5;8;9;12;19;22;28;34;36;40;41;44;46;47;49;53;62;65;66;2;4 872 862;eur;
2021442;09/08/2021;soir;08/11/2021;2;12;15;18;19;21;24;27;31;34;36;38;40;49;51;52;54;56;66;69;2;9 671 052;eur;
2021441;09/08/2021;midi;08/11/2021;5;6;12;13;14;16;17;18;19;21;23;29;32;33;44;46;49;51;64;65;2;5 744 866;eur;
2021440;08/08/2021;soir;07/11/2021;6;16;17;21;22;26;27;28;33;39;42;44;49;52;55;56;57;58;60;70;2;9 608 408;eur;
2021439;08/08/2021;midi;07/11/2021;4;11;12;16;17;19;23;26;28;29;33;37;40;43;44;54;56;58;67;68;3;4 480 897;eur;
2021438;07/08/2021;soir;06/11/2021;8;11;13;16;18;19;24;26;27;37;41;43;45;47;52;54;55;58;62;65;5;5 843 582;eur;
2021437;07/08/2021;midi;06/11/2021;5;9;14;16;26;27;34;36;37;38;39;42;44;46;50;53;57;59;67;70;2;2 735 458;eur;
2021436;06/08/2021;soir;05/11/2021;3;4;6;10;12;13;16;20;25;28;29;30;34;35;38;39;53;57;58;63;3;7 166 188;eur;
2021435;06/08/2021;midi;05/11/2021;2;7;9;10;12;15;18;20;21;23;26;29;31;35;40;45;52;63;66;68;2;1 730 568;eur;
2021434;05/08/2021;soir;04/11/2021;2;9;14;15;16;19;26;27;29;36;39;40;41;46;49;53;54;58;69;70;5;8 383 411;eur;
2021433;05/08/2021;midi;04/11/2021;1;3;4;5;11;12;13;14;30;39;42;49;51;55;62;63;64;66;67;69;3;8 998 645;eur;
2021432;04/08/2021;soir;03/11/2021;1;2;5;6;8;24;26;27;33;36;40;41;42;46;50;53;55;57;59;70;2;4 051 622;eur;
2021431;04/08/2021;midi;03/11/2021;1;3;8;11;13;16;29;36;37;43;50;51;53;56;60;61;64;66;67;70;2;0 531 832;eur;
2021430;03/08/2021;soir;02/11/2021;2;7;11;13;18;27;30;34;36;38;42;43;45;49;52;57;58;61;63;69;2;5 297 305;eur;
2021429;03/08/2021;midi;02/11/2021;4;5;7;11;13;17;18;19;26;27;31;37;44;47;57;61;66;68;69;70;2;9 589 789;eur;
2021428;02/08/2021;soir;01/11/2021;4;7;9;10;14;17;19;22;27;28;30;39;51;55;56;57;59;63;64;70;3;6 100 671;eur;
2021427;02/08/2021;midi;01/11/2021;3;4;8;9;10;11;17;18;21;24;32;33;36;48;49;62;63;68;69;70;3;3 956 692;eur;
2021426;01/08/2021;soir;31/10/2021;2;5;7;14;16;20;21;22;24;34;39;41;42;46;51;57;61;63;68;70;2;5 749 013;eur;
2021425;01/08/2021;midi;31/10/2021;2;4;8;20;22;23;26;29;31;33;34;42;46;49;53;57;58;65;69;70;2;0 554 226;eur;
2021424;31/07/2021;soir;30/10/2021;7;16;19;23;32;35;40;42;43;46;47;49;52;54;57;58;60;64;66;67;3;1 315 380;eur;
2021423;31/07/2021;midi;30/10/2021;1;3;4;5;6;11;18;19;20;24;26;28;30;37;43;45;55;57;62;67;2;9 960 575;eur;
2021422;30/07/2021;soir;29/10/2021;4;6;7;13;14;19;21;22;26;28;35;43;44;50;51;52;55;64;69;70;2;8 262 395;eur;
2021421;30/07/2021;midi;29/10/2021;3;4;5;17;18;20;21;25;30;32;39;42;50;53;58;60;61;62;63;66;2;4 351 697;eur;
2021420;29/07/2021;soir;28/10/2021;2;9;11;12;13;14;19;22;34;37;40;41;46;47;48;57;61;62;64;68;2;8 645 289;eur;
2021419;29/07/2021;midi;28/10/2021;5;6;8;10;12;13;17;19;23;33;35;37;41;43;44;45;51;52;53;60;2;6 966 839;eur;
2021418;28/07/2021;soir;27/10/2021;2;3;13;14;19;20;25;30;32;34;35;37;47;48;49;51;56;57;58;61;3;5 697 008;eur;
2021417;28/07/2021;midi;27/10/2021;1;3;4;5;6;7;13;14;20;23;26;34;41;42;46;52;55;58;61;68;2;2 125 223;eur;
2021416;27/07/2021;soir;26/10/2021;1;2;3;4;5;7;15;16;21;22;26;31;33;41;45;50;51;52;56;70;3;7 046 875;eur;
2021415;27/07/2021;midi;26/10/2021;1;6;17;19;20;30;31;33;34;38;39;46;49;50;51;55;58;60;66;69;2;8 286 349;eur;
2021414;26/07/2021;soir;25/10/2021;9;11;14;17;20;26;29;30;32;37;40;42;43;44;47;58;59;64;69;70;2;6 491 821;eur;
2021413;26/07/2021;midi;25/10/2021;5;6;10;11;12;16;17;19;25;27;28;38;40;42;53;57;58;60;62;64;2;0 756 186;eur;
2021412;25/07/2021;soir;24/10/2021;2;6;7;14;16;18;26;27;33;35;37;38;40;45;49;51;53;58;62;70;3;1 433 308;eur;
2021411;25/07/2021;midi;24/10/2021;1;2;16;18;24;25;30;32;33;35;37;40;41;46;49;50;57;58;61;69;3;4 252 049;eur;
